,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
112291,CPC013_A549_6H:BRD-K59369769-001-05-4:10,BRD-K59369769,tozasertib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:A21
112292,CPC013_A549_6H:BRD-K59369769-001-07-0:10,BRD-K59369769,tozasertib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:O14|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:O14
112298,CPC013_A549_6H:BRD-K61192372-001-01-4:10,BRD-K61192372,capecitabine,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:C21|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:C21
112310,CPC013_A549_6H:BRD-K63923597-001-02-7:10,BRD-K63923597,barasertib-HQPA,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:A07|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:A07
112316,CPC013_A549_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:G23|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:G23
112341,CPC013_A549_6H:BRD-K71512533-001-01-7:10,BRD-K71512533,SNS-314,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:C13|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:C13
112370,CPC013_A549_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:B04|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:B04
112388,CPC013_A549_6H:BRD-K87909389-001-01-2:10,BRD-K87909389,alvocidib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:B12
112389,CPC013_A549_6H:BRD-K87909389-001-02-0:10,BRD-K87909389,alvocidib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:K20|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:K20
112391,CPC013_A549_6H:BRD-K89162000-001-02-3:10,BRD-K89162000,tandutinib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:A09|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:A09
112398,CPC013_A549_6H:BRD-K92428232-001-01-5:10,BRD-K92428232,GSK-461364,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:M24|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:M24
112400,CPC013_A549_6H:BRD-K92723993-066-08-6:10,BRD-K92723993,imatinib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:O18
112413,CPC013_A549_6H:BRD-K97056771-001-05-7:10,BRD-K97056771,GNF-2,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC013_A549_6H_X1_F1B3_DUO52HI53LO:O16|CPC013_A549_6H_X3_F1B3_DUO52HI53LO:O16
113586,CPC013_HEPG2_6H:BRD-A10523515-001-01-2:10,BRD-A10523515,GSK-429286A,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:B23|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:B23|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:B23
113587,CPC013_HEPG2_6H:BRD-A10523515-001-02-0:10,BRD-A10523515,GSK-429286A,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:M22|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:M22|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:M22
113625,CPC013_HEPG2_6H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:A04|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:A04|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:A04
113650,CPC013_HEPG2_6H:BRD-K05104363-001-02-7:10,BRD-K05104363,PD-184352,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:E13|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:E13|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:E13
113674,CPC013_HEPG2_6H:BRD-K11663430-001-01-5:10,BRD-K11663430,pyroxamide,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:N11|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:N11|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:N11
113688,CPC013_HEPG2_6H:BRD-K16478699-001-01-9:10,BRD-K16478699,PLX-4720,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:C15|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:C15|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:C15
113708,CPC013_HEPG2_6H:BRD-K23984367-075-05-3:10,BRD-K23984367,sorafenib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:C03|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:C03|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:C03
113725,CPC013_HEPG2_6H:BRD-K29905972-001-03-0:10,BRD-K29905972,axitinib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:E21|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:E21|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:E21
113729,CPC013_HEPG2_6H:BRD-K31283835-001-01-9:10,BRD-K31283835,tofacitinib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:E07|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:E07|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:E07
113759,CPC013_HEPG2_6H:BRD-K46056750-001-01-3:10,BRD-K46056750,AZD-7762,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:K08|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:K08|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:K08
113771,CPC013_HEPG2_6H:BRD-K49328571-001-04-4:10,BRD-K49328571,dasatinib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:O12|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:O12|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:O12
113772,CPC013_HEPG2_6H:BRD-K49810818-001-01-0:10,BRD-K49810818,sorafenib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:K10|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:K10|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:K10
113774,CPC013_HEPG2_6H:BRD-K49865102-001-01-9:10,BRD-K49865102,PD-0325901,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:E09|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:E09|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:E09
113781,CPC013_HEPG2_6H:BRD-K51967704-001-01-0:10,BRD-K51967704,BIIB-021,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:E11|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:E11|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:E11
113808,CPC013_HEPG2_6H:BRD-K59369769-001-05-4:10,BRD-K59369769,tozasertib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:A21|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:A21|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:A21
113809,CPC013_HEPG2_6H:BRD-K59369769-001-07-0:10,BRD-K59369769,tozasertib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:O14|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:O14|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:O14
113815,CPC013_HEPG2_6H:BRD-K61192372-001-01-4:10,BRD-K61192372,capecitabine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:C21|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:C21|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:C21
113827,CPC013_HEPG2_6H:BRD-K63923597-001-02-7:10,BRD-K63923597,barasertib-HQPA,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:A07|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:A07|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:A07
113833,CPC013_HEPG2_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:G23|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:G23|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:G23
113858,CPC013_HEPG2_6H:BRD-K71512533-001-01-7:10,BRD-K71512533,SNS-314,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:C13|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:C13|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:C13
113887,CPC013_HEPG2_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:B04|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:B04|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:B04
113905,CPC013_HEPG2_6H:BRD-K87909389-001-01-2:10,BRD-K87909389,alvocidib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:B12|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:B12|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:B12
113906,CPC013_HEPG2_6H:BRD-K87909389-001-02-0:10,BRD-K87909389,alvocidib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:K20|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:K20|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:K20
113908,CPC013_HEPG2_6H:BRD-K89162000-001-02-3:10,BRD-K89162000,tandutinib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:A09|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:A09|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:A09
113915,CPC013_HEPG2_6H:BRD-K92428232-001-01-5:10,BRD-K92428232,GSK-461364,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:M24|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:M24|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:M24
113917,CPC013_HEPG2_6H:BRD-K92723993-066-08-6:10,BRD-K92723993,imatinib,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:O18|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:O18|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:O18
113930,CPC013_HEPG2_6H:BRD-K97056771-001-05-7:10,BRD-K97056771,GNF-2,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:O16|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:O16|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:O16
118113,CPC014_A549_24H:BRD-A11706664-001-01-1:10,BRD-A11706664,triciribine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:P07|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:P07|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:P07
118123,CPC014_A549_24H:BRD-A26199074-003-02-0:10,BRD-A26199074,calmidazolium,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:J20|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:J20|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:J20
118134,CPC014_A549_24H:BRD-A41692738-001-01-9:10,BRD-A41692738,TGX-221,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:M16|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:M16|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:M16
118135,CPC014_A549_24H:BRD-A45498368-001-02-2:10,BRD-A45498368,WYE-125132,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:E17|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:E17|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:E17
118136,CPC014_A549_24H:BRD-A50454580-001-01-1:10,BRD-A50454580,PD-0325901,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:J04|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:J04|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:J04
118139,CPC014_A549_24H:BRD-A55756846-001-16-2:10,BRD-A55756846,H-7,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:L15|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:L15|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:L15
118146,CPC014_A549_24H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:F12|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:F12|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:F12
118151,CPC014_A549_24H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:A04|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:A04|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:A04
118166,CPC014_A549_24H:BRD-A98283014-003-07-7:10,BRD-A98283014,calmidazolium,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:D04|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:D04|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:D04
118169,CPC014_A549_24H:BRD-K00337317-001-01-7:10,BRD-K00337317,NU-7441,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:E11|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:E11|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:E11
118171,CPC014_A549_24H:BRD-K01436366-001-02-4:10,BRD-K01436366,XMD-1150,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:I13|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:I13|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:I13
118172,CPC014_A549_24H:BRD-K01493881-001-19-5:10,BRD-K01493881,apigenin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:L06|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:L06|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:L06
118173,CPC014_A549_24H:BRD-K01493881-001-20-3:10,BRD-K01493881,apigenin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:P09|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:P09|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:P09
118180,CPC014_A549_24H:BRD-K05104363-001-04-3:10,BRD-K05104363,PD-184352,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:C15|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:C15|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:C15
118183,CPC014_A549_24H:BRD-K05804044-001-01-1:10,BRD-K05804044,AZ-628,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:C19|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:C19|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:C19
118184,CPC014_A549_24H:BRD-K05977823-001-01-2:10,BRD-K05977823,tenovin-1,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:J14|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:J14|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:J14
118188,CPC014_A549_24H:BRD-K07736136-001-01-2:10,BRD-K07736136,VX-702,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:M12|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:M12
118195,CPC014_A549_24H:BRD-K09790412-001-03-8:10,BRD-K09790412,H-9,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:L17|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:L17|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:L17
118202,CPC014_A549_24H:BRD-K13566078-003-01-1:10,BRD-K13566078,BMS-345541,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:A07|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:A07|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:A07
118209,CPC014_A549_24H:BRD-K16478699-001-02-7:10,BRD-K16478699,PLX-4720,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:C17|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:C17|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:C17
118230,CPC014_A549_24H:BRD-K25311561-001-02-4:10,BRD-K25311561,KU-55933,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:O20|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:O20|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:O20
118231,CPC014_A549_24H:BRD-K25311561-001-03-2:10,BRD-K25311561,KU-55933,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:G13|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:G13|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:G13
118236,CPC014_A549_24H:BRD-K28428262-001-01-7:10,BRD-K28428262,brivanib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:M24|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:M24
118237,CPC014_A549_24H:BRD-K29582115-311-02-0:10,BRD-K29582115,ziprasidone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:B24|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:B24|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:B24
118254,CPC014_A549_24H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:D11|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:D11|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:D11
118255,CPC014_A549_24H:BRD-K36529613-001-01-8:10,BRD-K36529613,PU-H71,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:L20|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:L20|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:L20
118267,CPC014_A549_24H:BRD-K40175214-001-01-7:10,BRD-K40175214,torin-1,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:G23|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:G23|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:G23
118268,CPC014_A549_24H:BRD-K40255344-001-13-5:10,BRD-K40255344,tyrphostin-A9,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:N05|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:N05|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:N05
118276,CPC014_A549_24H:BRD-K43797669-001-13-0:10,BRD-K43797669,genistein,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:N23|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:N23|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:N23
118280,CPC014_A549_24H:BRD-K46212057-001-01-2:10,BRD-K46212057,voriconazole,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:L04|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:L04|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:L04
118284,CPC014_A549_24H:BRD-K48722833-001-01-9:10,BRD-K48722833,iloperidone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:D24|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:D24|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:D24
118288,CPC014_A549_24H:BRD-K49865102-001-02-7:10,BRD-K49865102,PD-0325901,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:K21|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:K21|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:K21
118292,CPC014_A549_24H:BRD-K50387473-001-01-1:10,BRD-K50387473,XMD-892,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:K07|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:K07|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:K07
118294,CPC014_A549_24H:BRD-K51313569-001-02-9:10,BRD-K51313569,palbociclib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:G07|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:G07|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:G07
118296,CPC014_A549_24H:BRD-K52751261-001-01-2:10,BRD-K52751261,TAK-715,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:E09|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:E09|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:E09
118299,CPC014_A549_24H:BRD-K53561341-001-02-6:10,BRD-K53561341,aurora-a-inhibitor-i,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:E19|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:E19|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:E19
118313,CPC014_A549_24H:BRD-K60460488-066-01-0:10,BRD-K60460488,nelfinavir,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:H14|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:H14|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:H14
118315,CPC014_A549_24H:BRD-K61341215-004-01-2:10,BRD-K61341215,vecuronium,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:B14|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:B14|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:B14
118318,CPC014_A549_24H:BRD-K62012036-001-06-0:10,BRD-K62012036,acitretin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:L09|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:L09|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:L09
118324,CPC014_A549_24H:BRD-K63923597-001-04-3:10,BRD-K63923597,barasertib-HQPA,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:E23|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:E23|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:E23
118343,CPC014_A549_24H:BRD-K68174511-001-01-7:10,BRD-K68174511,torin-2,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:I01|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:I01|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:I01
118349,CPC014_A549_24H:BRD-K70401845-001-02-5:10,BRD-K70401845,erlotinib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:K13|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:K13|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:K13
118350,CPC014_A549_24H:BRD-K70511574-001-01-0:10,BRD-K70511574,HMN-214,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:F22|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:F22|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:F22
