,pubchem_smiles,std_canonical_smiles,std_inchi_key
7194,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,O=C(OCCc1ccccc1)c1ccccc1,OSORMYZMWHVFOZ-UHFFFAOYSA-N
85979,CC(CC=O)C1=CC=CC=C1,CC(CC=O)c1ccccc1,MYHGOWDLVRDUFA-UHFFFAOYSA-N
31294,C(=O)(N)N.OO,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N
10870,CC(C)CC1=CC=CC=C1,CC(C)Cc1ccccc1,KXUHSQYYJYAXGZ-UHFFFAOYSA-N
30541,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,WYWZRNAHINYAEF-UHFFFAOYSA-N
32346,C1=CC=C2C(=C1)NC(=N2)NC(=O)N,NC(=O)Nc1nc2ccccc2[nH]1,LNYZEFQMIURYEI-UHFFFAOYSA-N
4875,[K+].[I-],[I-].[K+],NLKNQRATVPKPDG-UHFFFAOYSA-M
11262,CCC(C)C(=O)C,CCC(C)C(C)=O,UIHCLUNTQKBZGK-UHFFFAOYSA-N
88365,C1=C(C=C(C(=C1Cl)Cl)Cl)[N+](=O)[O-],O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,HHLCSFGOTLUREE-UHFFFAOYSA-N
16125,COC1=C(C=CC(=C1)Cl)Cl,COc1c(Cl)ccc(Cl)c1,QKMNFFSBZRGHDJ-UHFFFAOYSA-N
15560,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,GGAUUQHSCNMCAU-UHFFFAOYSA-N
13602,CC1=CC=CC=[N+]1[O-],Cc1cccc[n+]1[O-],CFZKDDTWZYUZKS-UHFFFAOYSA-N
5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,C[C@]12CC[C@@H]3c4c(cc(O)cc4)CC[C@H]3[C@@H]1CC[C@@H]2O,VOXZDWNPVJITMN-ZBRFXRBCSA-N
8121,CC(=O)OCCOC(=O)C,CC(=O)OCCOC(C)=O,JTXMVXSTHSMVQF-UHFFFAOYSA-N
62558,C1C(O1)CN(CC2CO2)C3=CC=C(C=C3)OCC4CO4,c1c(OCC2CO2)ccc(N(CC2CO2)CC2CO2)c1,AHIPJALLQVEEQF-UHFFFAOYSA-N
8857,CCOC(=O)C,CCOC(C)=O,XEKOWRVHYACXOJ-UHFFFAOYSA-N
71012,CC1=CC2=C(C=C1)SC3=CC=CC(=C32)C,Cc1cc2c(cc1)sc1cccc(C)c12,KMPJENUWHPZRGZ-UHFFFAOYSA-N
3423265,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DBMJMQXJHONAFJ-UHFFFAOYSA-M
60182,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1cc(Cl)c(Cl)cc1,QNQZBKQEIFTHFZ-UHFFFAOYSA-N
3034020,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCCC(CCCCC(=O)OC)SC(=O)C)/C,COC(=O)CCCCC(CCSS/C(CCO)=C(\C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O,VJTXQHYNRDGLON-LTGZKZEYSA-N
15078,C1(=NC(=NN1)N)N,Nc1n[nH]c(N)n1,PKWIYNIDEDLDCJ-UHFFFAOYSA-N
5355853,CCC(=O)OC/C=C(\C)/CCC=C(C)C,CCC(=O)OC/C=C(\C)CCC=C(C)C,BYCHQEILESTMQU-FMIVXFBMSA-N
13633097,CC1=CSC(=C1N([C@@H](C)COC)C(=O)CCl)C,COC[C@H](C)N(C(=O)CCl)c1c(C)scc1C,JLYFCTQDENRSOL-VIFPVBQESA-N
66726,COC1=CC(=C(C=C1)OC)C=O,COc1cc(C=O)c(OC)cc1,AFUKNJHPZAVHGQ-UHFFFAOYSA-N
2724144,[C-]#N.[Cu+],[C-]#N.[Cu+],DOBRDRYODQBAMW-UHFFFAOYSA-N
16043,CC(C)(C)C1=C(C=CC(=C1)O)O,CC(C)(C)c1c(O)ccc(O)c1,BGNXCDMCOKJUMV-UHFFFAOYSA-N
6461,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,GKNPSSNBBWDAGH-UHFFFAOYSA-N
62829,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)CC=C,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,ZCVAOQKBXKSDMS-PVAVHDDUSA-N
2758725,C(=S)(N)NC(=S)N,NC(=S)NC(N)=S,JIRRNZWTWJGJCT-UHFFFAOYSA-N
9930121,C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4,O=C(N[C@H]1CN2CCC1CC2)c1cc2c(cn1)occ2,IPKZCLGGYKRDES-ZDUSSCGKSA-N
8184,CCCCCCCCCCCO,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N
85821,CCCCCCC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,JQTYAZKTBXWQOM-UHFFFAOYSA-N
6867,CC1=CC(=O)OC2=C1C=CC(=C2)N(C)C,Cc1cc(=O)oc2c1ccc(N(C)C)c2,GZEYLLPOQRZUDF-UHFFFAOYSA-N
36294,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N
2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ-UHFFFAOYSA-N
3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,HMJIYCCIJYRONP-UHFFFAOYSA-N
12947,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,CCN(CCO)CCCC(C)Nc1c2ccc(Cl)cc2ncc1,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
107926,CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,CC(C)(C)OC(=O)c1c2[C@@H]3CCCN3C(=O)c3c(cccc3Br)-n2cn1,LWUDDYHYYNNIQI-ZDUSSCGKSA-N
33630,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,OC1(c2cc(C(F)(F)F)c(Cl)cc2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,MDLAAYDRRZXJIF-UHFFFAOYSA-N
5281082,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO)C=C1.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,CC(=O)c1cc2c(cc1)Sc1ccccc1N2CCCN1CCN(CCO)CC1,WNTYBHLDCKXEOT-UHFFFAOYSA-N
657237,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,Nc1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)c2nc(F)n1,HBUBKKRHXORPQB-FJFJXFQQSA-N
5876,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C[C@@H](C4=CC(=O)C=C[C@]34C)F)O,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,MYYIMZRZXIQBGI-HVIRSNARSA-N
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,Cc1c(N)ccc(-c2cc(C)c(N)cc2)c1,NUIURNJTPRWVAP-UHFFFAOYSA-N
19309,CC1C(=O)C(=C(O1)C)O,CC1=C(O)C(=O)C(C)O1,INAXVXBDKKUCGI-UHFFFAOYSA-N
4928,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,COc1nc(NC(C)C)nc(NC(C)C)n1,ISEUFVQQFVOBCY-UHFFFAOYSA-N
370,C1=C(C=C(C(=C1O)O)O)C(=O)O,O=C(O)c1cc(O)c(O)c(O)c1,LNTHITQWFMADLM-UHFFFAOYSA-N
17756940,CC1=C(C(=CC=C1)C)NC(=O)NC2=CCCN2C,Cc1c(NC(=O)NC2=CCCN2C)c(C)ccc1,NVLYEUVHRBEXNK-UHFFFAOYSA-N
60196291,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O,VXKHXGOKWPXYNA-MFUJOZMXSA-N
40703,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],COc1c(OC)cc(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)c(Br)c1,DDHUTBKXLWCZCO-UHFFFAOYSA-N
5281042,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,COc1c(OC)cc2c(c1)CC[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)[C@@H]2Cc1cc(OC)c(OC)c(OC)c1,ILVYCEVXHALBSC-OTBYEXOQSA-N
8115,C(CCl)OCCCl,ClCCOCCCl,ZNSMNVMLTJELDZ-UHFFFAOYSA-N
5018304,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N
5748,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-],CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,GFRUPHOKLBPHTQ-UHFFFAOYSA-N
5354,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,BFCDFTHTSVTWOG-UHFFFAOYSA-N
70400,B(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,c1ccc(B(c2ccccc2)c2ccccc2)cc1,MXSVLWZRHLXFKH-UHFFFAOYSA-N
5333,C1=CC(=CC=C1N)S(=O)(=O)N,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N
8258,CC(C)(C#C)O,C#CC(C)(C)O,CEBKHWWANWSNTI-UHFFFAOYSA-N
7453,CCC(C)C1=CC=C(C=C1)O,CCC(C)c1ccc(O)cc1,ZUTYZAFDFLLILI-UHFFFAOYSA-N
12046,CC(CCC(=O)O)C(=O)O,CC(CCC(=O)O)C(=O)O,AQYCMVICBNBXNA-UHFFFAOYSA-N
67349,C[Si](C1=CC=CC=C1)(C2=CC=CC=C2)Cl,C[Si](Cl)(c1ccccc1)c1ccccc1,OJZNZOXALZKPEA-UHFFFAOYSA-N
61585,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C,CC(=O)c1c2CCC(C)(C)c2cc(C(C)(C)C)c1,IKTHMQYJOWTSJO-UHFFFAOYSA-N
1678,C(C[N+](=O)[O-])C(=O)O,O=C(O)CC[N+](=O)[O-],WBLZUCOIBUDNBV-UHFFFAOYSA-N
12062,C1=C(C=C(C=C1N)N)C(=O)O,Nc1cc(N)cc(C(=O)O)c1,UENRXLSRMCSUSN-UHFFFAOYSA-N
62884,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl,CC(NC(C)(C)C)C(=O)c1cc(Cl)ccc1,SNPPWIUOZRMYNY-UHFFFAOYSA-N
9025,COC1=CC(=CC=C1)OC,COc1cc(OC)ccc1,DPZNOMCNRMUKPS-UHFFFAOYSA-N
60196419,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)[O-])N)O)S(=O)(=O)O.O.[Na+],Nc1c2c(O)cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c1,APRRQJCCBSJQOQ-UHFFFAOYSA-N
67065,C1=CC=C(C=C1)NC2=CC3=CC(=CC(=C3C=C2)O)S(=O)(=O)O,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,YGNDWDUEMICDLW-UHFFFAOYSA-N
3259,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,O=C1OC2(c3ccccc13)c1cc(I)c(O)c(I)c1Oc1c(I)c(O)c(I)cc12,OALHHIHQOFIMEF-UHFFFAOYSA-N
6838,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,O=NN(c1ccccc1)c1ccccc1,UBUCNCOMADRQHX-UHFFFAOYSA-N
13400,CC(=O)C1CCCCC1=O,CC(=O)C1CCCCC1=O,OEKATORRSPXJHE-UHFFFAOYSA-N
93252,CN(C)C1=CC=C(C=C1)CCO,CN(C)c1ccc(CCO)cc1,CDTPAAZQBPSVGS-UHFFFAOYSA-N
5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,OUDSBRTVNLOZBN-UHFFFAOYSA-N
1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N
39965,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,CAWXEEYDBZRFPE-UHFFFAOYSA-N
12679,CN(C)P(=O)(N(C)C)N(C)C,CN(C)P(=O)(N(C)C)N(C)C,GNOIPBMMFNIUFM-UHFFFAOYSA-N
7057,C1=CC=C2C=C(C=CC2=C1)N,Nc1cc2ccccc2cc1,JBIJLHTVPXGSAM-UHFFFAOYSA-N
2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,COc1c2ccc(=O)oc2cc2c1cco2,BGEBZHIAGXMEMV-UHFFFAOYSA-N
5144,C=CCC1=CC2=C(C=C1)OCO2,C=CCc1cc2c(cc1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N
60196380,CCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCn1cc[n+](C)c1,WVDDUSFOSWWJJH-UHFFFAOYSA-N
3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,C=C(CC)C(=O)c1c(Cl)c(Cl)c(OCC(=O)O)cc1,AVOLMBLBETYQHX-UHFFFAOYSA-N
15413,CC(C)(C)OC,COC(C)(C)C,BZLVMXJERCGZMT-UHFFFAOYSA-N
6328651,C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C,C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C,ILBWBNOBGCYGSU-UHFFFAOYSA-N
62781,C[N+]1(CCCCC1)C.[Cl-],C[N+]1(C)CCCCC1,NNCAWEWCFVZOGF-UHFFFAOYSA-N
80566,C1=CC(=C(C=C1Cl)Cl)CC#N,N#CCc1c(Cl)cc(Cl)cc1,VJARIBGMDPJLCL-UHFFFAOYSA-N
20803,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5.[Na+],CCN(Cc1cc(S(=O)(=O)O)ccc1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cc(S(=O)(=O)[O-])ccc3)C=C2)c2ccccc2)cc1,SRRJCDUOSQWHGS-UHFFFAOYSA-N
69508,C1=CC=C2C(=C1)C=C(C(=N2)C(=O)O)C(=O)O,O=C(O)c1cc2ccccc2nc1C(=O)O,YHUVMHKAHWKQBI-UHFFFAOYSA-N
8748,CC(=C)C1CCC(CC1)(C)O,C=C(C)C1CCC(C)(O)CC1,RUJPNZNXGCHGID-UHFFFAOYSA-N
74904,CCOC1=CC=CC=C1OCC,CCOc1ccccc1OCC,QZYDOKBVZJLQCK-UHFFFAOYSA-N
86356,CC(C)(C)C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,DMYHGDXADUDKCQ-UHFFFAOYSA-N
5367692,CC/C=C\CCCCCCCCCCOC(=O)C,CC/C=C\CCCCCCCCCCOC(C)=O,YJINQJFQLQIYHX-PLNGDYQASA-N
15906,C(CSSCCO)O,OCCSSCCO,KYNFOMQIXZUKRK-UHFFFAOYSA-N
17695,CCCCC[Si](OCC)(OCC)OCC,CCCCC[Si](OCC)(OCC)OCC,FHVAUDREWWXPRW-UHFFFAOYSA-N
6024631,CC1=C(C(=C(C=C1/C(=C\2/C=C(C(=O)C(=C2C)Br)Br)/C3=CC=CC=C3S(=O)(=O)[O-])Br)O)Br.[Na+],CC1=C(Br)C(=O)C(Br)=C/C1=C(\c1ccccc1S(=O)(=O)O)c1cc(Br)c(O)c(Br)c1C,INBQSOALTMPZQK-LGMDPLHJSA-N
69785,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RRRXPPIDPYTNJG-UHFFFAOYSA-N
2879,CC1=CC=C(C=C1)O,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N
3604,C[N+](C)(C)CCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCC[N+](C)(C)C,VZJFGSRCJCXDSG-UHFFFAOYSA-N
5957,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,Nc1c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1,ZKHQWZAMYRWXGA-KQYNXXCUSA-N
60196294,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)C3(C)C,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,VFTURGJPQCAITG-UHFFFAOYSA-N
29393,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],UNAHYJYOSSSJHH-UHFFFAOYSA-N
6917754,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O.Cl,CC(C)(C)NCC(O)c1cc(C(F)(F)F)c(N)c(Cl)c1,JSJCTEKTBOKRST-UHFFFAOYSA-N
65457,C1=CC=C(C=C1)C2=C(C(=O)N=C(N2)N)Br,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,CIUUIPMOFZIWIZ-UHFFFAOYSA-N
40114,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],CN1c2c(NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)[nH]c(N)nc2=O,ZNOVTXRBGFNYRX-UHFFFAOYSA-N
16051933,C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N,NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,NFLWUMRGJYTJIN-NXBWRCJVSA-N
60196306,CCCCC[C@H](C1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC(C(C(/C(=C/C=C/C=C/C=C/C=C/[C@H](C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)/C=C/C=C/C=C/C=C/C=C(\C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,AGJUUQSLGVCRQA-PJEYIJQRSA-N
16052011,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,BLCLNMBMMGCOAS-URPVMXJPSA-N
3033825,C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,WHXMKTBCFHIYNQ-SECBINFHSA-N
18484,C1CC2CN(CCN2C1)CCCC(=O)C3=CC=C(C=C3)F,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,PQLYZHNINGGVMB-UHFFFAOYSA-N
4410,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,CC1CCc2c3c(cc(F)c2N2CCC(O)CC2)c(=O)c(C(=O)O)cn31,JYJTVFIEFKZWCJ-UHFFFAOYSA-N
5487,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,Clc1c(NC2=NCCN2)c2nsnc2cc1,XFYDIVBRZNQMJC-UHFFFAOYSA-N
54911,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,CCc1nn(CCCN2CCN(c3cc(Cl)ccc3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N
60196302,CCN(CC)CCOC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)OCCN(CC)CC)O)O,CCN(CC)CCOC[C@H]1O[C@@H](O)[C@H](OCCN(CC)CC)[C@@H](O)[C@@H]1O,QLAJPGCDKRPRKU-UYTYNIKBSA-N
75194,C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-].[Na+].[Na+],O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I,KVFPRLVRGPLMDH-UHFFFAOYSA-N
114948,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5c6c(c[nH]c6ccc5)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,PBUNVLRHZGSROC-VTIMJTGVSA-N
657180,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,GFIJNRVAKGFPGQ-LIJARHBVSA-N
31420,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)N)N,Nc1c2C(=O)c3ccccc3C(=O)c2c(N)cc1,FBMQNRKSAWNXBT-UHFFFAOYSA-N
176167,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,AXRCEOKUDYDWLF-UHFFFAOYSA-N
7794,CC(CCC=C(C)C)CC=O,CC(C)=CCCC(C)CC=O,NEHNMFOYXAPHSD-UHFFFAOYSA-N
